Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1777131162,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777131163,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777131164,10,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777131165,20,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1777131166,30,,Aggregated,0.000000,0.000000,10,12,13,15,18,21,26,46,100,100,100,2566,0,10,11.153183010522323,2.567427000030875,100.44040899992979,341.75253312548716
1777131167,40,,Aggregated,0.000000,0.000000,10,12,13,15,18,21,26,46,100,100,100,2566,0,10,11.153183010522323,2.567427000030875,100.44040899992979,341.75253312548716
1777131168,50,,Aggregated,1155.666667,0.000000,17,22,26,28,35,43,57,65,95,100,100,5869,0,17,19.64088932152043,2.567427000030875,100.44040899992979,341.6505367183507
1777131169,60,,Aggregated,1262.000000,0.000000,18,24,27,30,36,45,58,67,96,110,110,6998,0,18,20.789489584881863,2.567427000030875,108.9048610001555,340.62803658188056
1777131170,70,,Aggregated,1262.000000,0.000000,18,24,27,30,36,45,58,67,96,110,110,6998,0,18,20.789489584881863,2.567427000030875,108.9048610001555,340.62803658188056
1777131171,80,,Aggregated,1310.166667,0.000000,25,34,39,43,54,65,80,91,140,160,160,10262,0,25,29.14250214198036,2.567427000030875,161.5961810000499,341.47076593256674
1777131172,90,,Aggregated,1358.833333,0.000000,28,36,42,45,56,68,83,96,140,160,160,11374,0,28,30.87164594461093,2.567427000030875,161.5961810000499,340.8394584139265
1777131173,100,,Aggregated,1358.833333,0.000000,28,36,42,45,56,68,83,96,140,160,160,11374,0,28,30.87164594461093,2.567427000030875,161.5961810000499,340.8394584139265
1777131174,100,,Aggregated,1361.444444,0.000000,34,46,54,59,73,88,110,130,190,240,250,14405,0,34,39.16725961853545,2.567427000030875,245.60314300015307,341.40944116626173
1777131175,100,,Aggregated,1393.888889,0.000000,37,49,57,62,76,92,110,130,200,240,250,15441,0,37,41.28434607039672,2.567427000030875,245.60314300015307,341.72793212874814
1777131176,100,,Aggregated,1393.888889,0.000000,37,49,57,62,76,92,110,130,200,240,250,15441,0,37,41.28434607039672,2.567427000030875,245.60314300015307,341.72793212874814
1777131177,100,,Aggregated,1403.300000,0.000000,44,56,62,67,82,96,120,130,190,240,250,18762,0,44,45.98777572204463,2.567427000030875,245.60314300015307,341.8141989126959
1777131178,100,,Aggregated,1432.200000,0.000000,46,57,63,68,83,97,120,130,190,240,250,19874,0,46,47.19287894283989,2.567427000030875,245.60314300015307,340.59670926839084
1777131179,100,,Aggregated,1432.200000,0.000000,46,57,63,68,83,97,120,130,190,240,250,19874,0,46,47.19287894283989,2.567427000030875,245.60314300015307,340.59670926839084
1777131180,100,,Aggregated,1406.700000,0.000000,50,60,66,71,86,99,120,140,180,240,250,23181,0,50,50.125510469220735,2.567427000030875,245.60314300015307,340.8095422975713
1777131181,100,,Aggregated,1434.600000,0.000000,51,60,66,71,87,100,120,140,180,240,250,24275,0,51,50.95286192996952,2.567427000030875,245.60314300015307,340.7512255406797
1777131182,100,,Aggregated,1434.600000,0.000000,51,60,66,71,87,100,120,140,180,240,250,24275,0,51,50.95286192996952,2.567427000030875,245.60314300015307,340.7512255406797
1777131183,100,,Aggregated,1407.600000,0.000000,53,62,68,73,88,100,120,140,180,240,250,27522,0,53,53.116364349066394,2.567427000030875,245.60314300015307,341.7307971804375
1777131184,100,,Aggregated,1435.200000,0.000000,54,62,69,74,89,100,120,140,180,240,250,28597,0,54,53.729737322097094,2.567427000030875,245.60314300015307,341.9169143616463
1777131185,100,,Aggregated,1435.200000,0.000000,54,62,69,74,89,100,120,140,180,240,250,28597,0,54,53.729737322097094,2.567427000030875,245.60314300015307,341.9169143616463
1777131186,100,,Aggregated,1418.000000,0.000000,55,63,70,75,90,100,120,140,180,240,250,31870,0,55,55.24269991816785,2.567427000030875,245.60314300015307,341.8634766237841
1777131187,100,,Aggregated,1443.200000,0.000000,56,64,70,75,90,100,120,140,180,240,250,32946,0,56,55.70676959934456,2.567427000030875,245.60314300015307,341.5956717052146
1777131188,100,,Aggregated,1443.200000,0.000000,56,64,70,75,90,100,120,140,180,240,250,32946,0,56,55.70676959934456,2.567427000030875,245.60314300015307,341.5956717052146
1777131189,100,,Aggregated,1425.700000,0.000000,56,65,71,76,90,100,120,140,180,240,250,36270,0,56,56.79198849194943,2.567427000030875,245.60314300015307,341.5849462365591
1777131190,100,,Aggregated,1452.900000,0.000000,57,65,71,76,91,100,120,140,180,240,250,37375,0,57,57.11444020639487,2.567427000030875,245.60314300015307,341.30820066889635
1777131191,100,,Aggregated,1452.900000,0.000000,57,65,71,76,91,100,120,140,180,240,250,37375,0,57,57.11444020639487,2.567427000030875,245.60314300015307,341.30820066889635
1777131192,100,,Aggregated,1426.200000,0.000000,57,65,72,77,92,100,120,140,190,230,250,40557,0,57,58.16043743930772,2.567427000030875,245.60314300015307,341.65409177207385
1777131193,100,,Aggregated,1452.700000,0.000000,58,66,72,77,92,100,120,140,190,230,250,41621,0,58,58.46838255986173,2.567427000030875,245.60314300015307,341.51397131255857
1777131194,100,,Aggregated,1452.700000,0.000000,58,66,72,77,92,100,120,140,190,230,250,41621,0,58,58.46838255986173,2.567427000030875,245.60314300015307,341.51397131255857
1777131195,100,,Aggregated,1416.800000,0.000000,58,66,73,78,92,100,120,140,190,240,250,44820,0,58,59.305911858902405,2.567427000030875,249.29196800007958,341.4463186077644
1777131196,100,,Aggregated,1444.300000,0.000000,58,67,73,78,92,100,120,140,190,240,250,45869,0,58,59.582760113366554,2.567427000030875,249.29196800007958,341.58385837929757
1777131197,100,,Aggregated,1444.300000,0.000000,58,67,73,78,92,100,120,140,190,240,250,45869,0,58,59.582760113366554,2.567427000030875,249.29196800007958,341.58385837929757
1777131198,100,,Aggregated,1414.300000,0.000000,59,67,73,78,93,100,120,140,190,240,250,49219,0,59,60.09202100359644,2.567427000030875,249.29196800007958,340.91237123874924
1777131199,100,,Aggregated,1442.600000,0.000000,59,67,73,78,93,100,120,140,190,230,250,50330,0,59,60.25380874830144,2.567427000030875,249.29196800007958,340.78903238625077
1777131200,100,,Aggregated,1442.600000,0.000000,59,67,73,78,93,100,120,140,190,230,250,50330,0,59,60.25380874830144,2.567427000030875,249.29196800007958,340.78903238625077
1777131201,100,,Aggregated,1414.900000,0.000000,59,67,74,79,93,100,120,140,180,230,250,53669,0,59,60.67231104022813,2.567427000030875,249.29196800007958,340.65315172632245
